Anyo,Fecha,Plataforma,Region,Departamento,Municipio,Transportadora,Categoria,Productos,Cantidad,Descuento,Venta,Profit
Veintiuno,5/06/2021,MercadoLibre,Orinoquia,Meta,Puerto Lopez,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0.2,1545360,-11590.2
Veintiuno,5/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Equipo para Comercio,Estanteria,2,0.2,67136,23497.6
Veintiuno,5/06/2021,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega-2,Industrial,Drones,4,0.2,1254336,141112.8
Veintiuno,5/06/2021,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega-2,Equipo para Comercio,Extractores de Polvo,5,0.2,244240,79378
Veintiuno,5/06/2021,MercadoLibre,Andina,Antioquia,Jerico,Servientrega+3,Equipo para Comercio,Maquinas de Cobro ,3,0,305880,82587.6
Veintiuno,5/06/2021,MercadoLibre,Orinoquia,Arauca,Arauquita,Envia+4,Equipo para Comercio,Papel Termico,4,0.2,168832,54870.4
Veintiuno,5/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Industrial,Impresoras,4,0.2,383936,57590.4
Veintiuno,6/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Electrodomesticos,Repuestos,1,0,9900,4356
Veintiuno,6/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0,52800,0
Veintiuno,7/06/2021,MercadoLibre,Orinoquia,Meta,San Juanito,Servientrega-2,Equipo para Comercio,Estanteria,2,0.8,2816,-2323.2
Veintiuno,7/06/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,32112,11640.6
Veintiuno,7/06/2021,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Servientrega-2,Electrodomesticos,Neveras,1,0.2,478480,47848
Veintiuno,7/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Electrodomesticos,Neveras,3,0.2,244272,-13740.3
Veintiuno,8/06/2021,MercadoLibre,Orinoquia,Meta,Cubarral,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,230592,80707.2
Veintiuno,8/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Muebles,4,0,140240,42072
Veintiuno,10/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Impresoras,4,0,639920,230371.2
Veintiuno,10/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,3,0,34080,15336
Veintiuno,10/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,689820,20694.6
Veintiuno,10/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,1,0,81980,40170.2
Veintiuno,10/06/2021,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Equipo para Comercio,Papel Termico,3,0,287400,137952
Veintiuno,10/06/2021,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Equipo para Comercio,Papel Termico,1,0,12960,6220.8
Veintiuno,10/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega-2,Equipo para Comercio,Etiquetado Mercancia,2,0.2,580672,65325.6
Veintiuno,10/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega-2,Equipo para Comercio,Impresora Tirillas,2,0.2,38304,2394
Veintiuno,10/06/2021,MercadoLibre,Orinoquia,Arauca,Fortul,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,18688,3737.6
Veintiuno,11/06/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Estanteria,1,0.8,2376,-1960.2
Veintiuno,11/06/2021,MercadoLibre,Pacifica,Choco,Bojaya,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,92520,24055.2
Veintiuno,11/06/2021,MercadoLibre,Caribe,Cordoba,Monteria,Envia+4,Equipo para Comercio,Papel Termico,1,0,11560,5664.4
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Basculas,2,0,30560,14974.4
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Electrodomesticos,Repuestos,1,0,17460,5936.4
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0,11360,3521.6
Veintiuno,11/06/2021,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega+3,Equipo para Comercio,Maquinas de Cobro ,3,0.2,999168,87427.2
Veintiuno,11/06/2021,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega+3,Equipo para Comercio,Papel Termico,6,0.2,62208,21772.8
Veintiuno,11/06/2021,MercadoLibre,Amazonia,Caqueta,San Vicente del Caguan,Envia+4,Equipo para Comercio,Estanteria,6,0.7,17928,-6573.6
Veintiuno,11/06/2021,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega+3,Electrodomesticos,Repuestos,2,0.2,56544,12722.4
Veintiuno,11/06/2021,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,4,0.2,518272,-10365.44
Veintiuno,11/06/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Electrodomesticos,Neveras,2,0.3,254744,-30933.2
Veintiuno,11/06/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,95904,32367.6
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Papel Termico,3,0,119880,56343.6
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Papel Termico,4,0,90720,44452.8
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Papel Termico,5,0,52800,25344
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Extractores de Polvo,4,0,82800,39744
Veintiuno,11/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Industrial,Impresoras,1,0,33900,2034
Veintiuno,11/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,9,0,637920,299822.4
Veintiuno,11/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Electrodomesticos,Lavadoras,7,0,4073720,733269.6
Veintiuno,11/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Electrodomesticos,Neveras,2,0.2,899136,-14610.96
Veintiuno,11/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Impresoras,3,0,217920,65376
Veintiuno,11/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega+3,Electrodomesticos,Repuestos,5,0.6,61120,-19864
Veintiuno,11/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Estanteria,8,0.2,293376,91680
Veintiuno,11/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0.2,36320,3632
Veintiuno,12/06/2021,MercadoLibre,Andina,Antioquia,Nechi,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,1,0,21360,5767.2
Veintiuno,13/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Equipo para Comercio,Etiquetado Mercancia,4,0.2,329472,-39124.8
Veintiuno,13/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Electrodomesticos,Neveras,7,0.3,940604,-17468.36
Veintiuno,13/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Industrial,Drones,2,0.2,95968,11996
Veintiuno,13/06/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Impresora Tirillas,7,0,363720,101841.6
Veintiuno,13/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Electrodomesticos,Neveras,4,0.2,582272,-25474.4
Veintiuno,15/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Drones,3,0.2,95952,9595.2
Veintiuno,15/06/2021,MercadoLibre,Caribe,Atlantico,Soledad,Envia+4,Equipo para Comercio,Impresora Tirillas,5,0.2,39120,3423
Veintiuno,15/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Impresora Tirillas,1,0,8520,3493.2
Veintiuno,15/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Drones,1,0.2,239920,14995
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Industrial,Drones,3,0.2,479952,53994.6
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Electrodomesticos,Repuestos,4,0.2,62336,18700.8
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Electrodomesticos,Lavadoras,2,0.4,241920,-28224
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Industrial,Drones,8,0.2,4479872,447987.2
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Equipo para Comercio,Maquinas de Cobro ,8,0.2,153216,13406.4
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Equipo para Comercio,Etiquetado Mercancia,1,0.2,285552,35694
Veintiuno,15/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Equipo para Comercio,Papel Termico,5,0.2,182720,59384
Veintiuno,15/06/2021,MercadoLibre,Andina,Norte de Santander,Lourdes,Envia+4,Electrodomesticos,Neveras,3,0.2,1396704,104752.8
Veintiuno,15/06/2021,MercadoLibre,Andina,Norte de Santander,Lourdes,Envia+4,Electrodomesticos,Aire Acondicionado,2,0.2,155456,-3886.4
Veintiuno,16/06/2021,MercadoLibre,Andina,Norte de Santander,Teorama,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0.2,28032,9460.8
Veintiuno,16/06/2021,MercadoLibre,Caribe,Cordoba,Chinu,Servientrega+3,Electrodomesticos,Neveras,2,0,603920,181176
Veintiuno,16/06/2021,MercadoLibre,Caribe,Cordoba,Chinu,Servientrega+3,Equipo para Comercio,Maquinas de Cobro ,3,0,361320,101169.6
Veintiuno,16/06/2021,MercadoLibre,Caribe,Cordoba,Chinu,Servientrega+3,Industrial,Drones,2,0,383960,103669.2
Veintiuno,16/06/2021,MercadoLibre,Caribe,Cordoba,Chinu,Servientrega+3,Industrial,Drones,1,0,131980,34314.8
Veintiuno,16/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Electrodomesticos,Neveras,7,0.2,2425920,181944
Veintiuno,16/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Equipo para Comercio,Papel Termico,2,0,37080,17427.6
Veintiuno,16/06/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Estanteria,2,0.8,31248,-24998.4
Veintiuno,16/06/2021,MercadoLibre,Andina,Boyaca,Nobsa,Servientrega+3,Industrial,Impresoras,6,0.2,959904,215978.4
Veintiuno,16/06/2021,MercadoLibre,Andina,Boyaca,Nobsa,Servientrega+3,Equipo para Comercio,Impresora Tirillas,5,0.2,47840,3588
Veintiuno,17/06/2021,MercadoLibre,Amazonia,Caqueta,Solano,Servientrega+3,Equipo para Comercio,Estanteria,2,0.7,2376,-990
Veintiuno,17/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Jamundi,Servientrega+3,Electrodomesticos,Repuestos,3,0,310500,93150
Veintiuno,17/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Jamundi,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,1,0,28060,8137.4
Veintiuno,17/06/2021,MercadoLibre,Caribe,Atlantico,Santo Tomas,Envia-3,Equipo para Comercio,Papel Termico,2,0.2,24448,8862.4
Veintiuno,17/06/2021,MercadoLibre,Orinoquia,Meta,San Juanito,Servientrega-2,Equipo para Comercio,Estanteria,6,0.8,15072,-13188
Veintiuno,17/06/2021,MercadoLibre,Andina,Norte de Santander,Sardinata,Envia+4,Equipo para Comercio,Estanteria,4,0.7,15288,-5860.4
Veintiuno,17/06/2021,MercadoLibre,Amazonia,Caqueta,Belen de los Andaquies,Envia-3,Equipo para Comercio,Etiquetado Mercancia,3,0.2,292704,-32929.2
Veintiuno,17/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Corte laser,5,0,6809000,3336410
Veintiuno,17/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Impresoras,3,0,202680,16214.4
Veintiuno,18/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Electrodomesticos,Aire Acondicionado,9,0.15,1835847,151187.4
Veintiuno,18/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Papel Termico,6,0,77760,38102.4
Veintiuno,18/06/2021,MercadoLibre,Orinoquia,Meta,San Juan de Arama,Servientrega+3,Equipo para Comercio,Papel Termico,3,0.2,148704,46470
Veintiuno,19/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,2,0,195640,91950.8
Veintiuno,19/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Impresoras,8,0,206240,20624
Veintiuno,19/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Muebles,1,0.2,22368,1677.6
Veintiuno,19/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0.2,307168,-32636.6
Veintiuno,19/06/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Maquinas de Cobro ,1,0.8,4528,-5207.2
Veintiuno,19/06/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Maquinas de Cobro ,1,0.8,888,-1110
Veintiuno,19/06/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Papel Termico,8,0.2,292352,95014.4
Veintiuno,19/06/2021,MercadoLibre,Andina,Boyaca,Villa de Leyva,Servientrega+3,Electrodomesticos,Neveras,6,0.3,1520232,-43435.2
Veintiuno,19/06/2021,MercadoLibre,Andina,Boyaca,Villa de Leyva,Servientrega+3,Electrodomesticos,Repuestos,3,0.2,77568,14544
Veintiuno,19/06/2021,MercadoLibre,Andina,Boyaca,Villa de Leyva,Servientrega+3,Industrial,Impresoras,9,0.2,244656,3058.2
Veintiuno,19/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Equipo para Comercio,Estanteria,2,0.2,553568,179909.6
Veintiuno,19/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Electrodomesticos,Lavadoras,3,0.3,914970,-16992.3
Veintiuno,19/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0,258600,12930
Veintiuno,19/06/2021,MercadoLibre,Andina,Norte de Santander,Pamplona,Envia+4,Equipo para Comercio,Estanteria,4,0.7,3266376,-261310.08
Veintiuno,19/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Electrodomesticos,Repuestos,4,0,100640,42268.8
Veintiuno,19/06/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Papel Termico,2,0,49120,23086.4
Veintiuno,20/06/2021,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Industrial,Impresoras,3,0,479940,143982
Veintiuno,20/06/2021,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Equipo para Comercio,Extractores de Polvo,2,0,19640,9623.6
Veintiuno,20/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Impresoras,5,0,299900,29990
Veintiuno,20/06/2021,MercadoLibre,Caribe,Atlantico,Soledad,Envia+4,Equipo para Comercio,Estanteria,4,0.8,5984,-4488
Veintiuno,20/06/2021,MercadoLibre,Andina,Boyaca,Aquitania,Envia+4,Equipo para Comercio,Papel Termico,6,0.2,62208,21772.8
Veintiuno,20/06/2021,MercadoLibre,Andina,Boyaca,Aquitania,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,10496,1180.8
Veintiuno,20/06/2021,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia-3,Equipo para Comercio,Etiquetado Mercancia,1,0.2,8928,669.6
Veintiuno,20/06/2021,MercadoLibre,Andina,Tolima,Chaparral,Envia+4,Equipo para Comercio,Papel Termico,5,0,64800,31104
Veintiuno,20/06/2021,MercadoLibre,Andina,Tolima,Chaparral,Envia+4,Industrial,Drones,4,0,1007920,251980
Veintiuno,21/06/2021,MercadoLibre,Andina,Boyaca,Duitama,Servientrega+3,Electrodomesticos,Repuestos,5,0.2,35840,4928
Veintiuno,21/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Estanteria,3,0.2,9984,3369.6
Veintiuno,22/06/2021,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia-3,Equipo para Comercio,Basculas,3,0.2,75216,25385.4
Veintiuno,22/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Equipo para Comercio,Estanteria,2,0.2,16896,5913.6
Veintiuno,22/06/2021,MercadoLibre,Amazonia,Vaupes,Caruru,Servientrega+3,Equipo para Comercio,Estanteria,3,0,17040,8349.6
Veintiuno,22/06/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0.2,17856,1339.2
Veintiuno,22/06/2021,MercadoLibre,Pacifica,Choco,Atrato,Envia+4,Equipo para Comercio,Estanteria,3,0,90960,41841.6
Veintiuno,22/06/2021,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Electrodomesticos,Neveras,2,0,975920,292776
Veintiuno,24/06/2021,MercadoLibre,Andina,Boyaca,Puerto Boyaca,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,43488,13590
Veintiuno,24/06/2021,MercadoLibre,Andina,Antioquia,La Ceja,Envia+4,Equipo para Comercio,Impresora Tirillas,8,0,191840,51796.8
Veintiuno,24/06/2021,MercadoLibre,Andina,Antioquia,Andes,Envia+4,Equipo para Comercio,Impresora Tirillas,8,0,771200,223648
Veintiuno,24/06/2021,MercadoLibre,Andina,Antioquia,Andes,Envia+4,Equipo para Comercio,Impresora Tirillas,9,0,71640,23641.2
Veintiuno,24/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Electrodomesticos,Repuestos,3,0,553380,99608.4
Veintiuno,24/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Electrodomesticos,Neveras,2,0.1,345528,65266.4
Veintiuno,24/06/2021,MercadoLibre,Orinoquia,Meta,Puerto Rico,Envia+4,Equipo para Comercio,Estanteria,4,0.8,26368,-20435.2
Veintiuno,24/06/2021,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,20544,6420
Veintiuno,24/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Equipo para Comercio,Luces,1,0,5760,2707.2
Veintiuno,24/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Estanteria,3,0.2,6532752,2123144.4
Veintiuno,25/06/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Extractores de Polvo,6,0.2,142080,53280
Veintiuno,25/06/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,10688,1469.6
Veintiuno,25/06/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Luces,3,0.2,22608,-2119.5
Veintiuno,25/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Electrodomesticos,Lavadoras,4,0,1742800,296276
Veintiuno,25/06/2021,MercadoLibre,Caribe,Atlantico,Tubara,Envia+4,Industrial,Drones,2,0.2,296960,33408
Veintiuno,25/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Electrodomesticos,Aire Acondicionado,1,0.2,801568,-5009.8
Veintiuno,26/06/2021,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Equipo para Comercio,Etiquetado Mercancia,12,0,167520,3350.4
Veintiuno,26/06/2021,MercadoLibre,Pacifica,Cauca,Popayan,Envia-3,Equipo para Comercio,Papel Termico,1,0,9080,4086
Veintiuno,26/06/2021,MercadoLibre,Pacifica,Cauca,Popayan,Envia-3,Equipo para Comercio,Impresora Tirillas,4,0,31840,10825.6
Veintiuno,26/06/2021,MercadoLibre,Pacifica,Cauca,Popayan,Envia-3,Industrial,Drones,8,0,1087840,271960
Veintiuno,26/06/2021,MercadoLibre,Pacifica,Narino,La Cruz,Envia+4,Electrodomesticos,Repuestos,5,0,1052900,63174
Veintiuno,26/06/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Industrial,Impresoras,9,0.2,863856,129578.4
Veintiuno,26/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,3,0,479940,134383.2
Veintiuno,26/06/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Drones,3,0.4,716400,83580
Veintiuno,26/06/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Drones,14,0.4,1091832,145577.6
Veintiuno,26/06/2021,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia+4,Equipo para Comercio,Extractores de Polvo,6,0.2,27744,9363.6
Veintiuno,26/06/2021,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia+4,Electrodomesticos,Neveras,3,0.2,547104,-13677.6
Veintiuno,26/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,545880,0
Veintiuno,26/06/2021,MercadoLibre,Andina,Huila,Altamira,Envia+4,Equipo para Comercio,Estanteria,2,0,75760,37880
Veintiuno,26/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Muebles,5,0,56800,16472
Veintiuno,26/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,4,0,1427760,428328
Veintiuno,26/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,3,0,137040,63038.4
Veintiuno,27/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Neveras,3,0.1,383292,63882
Veintiuno,27/06/2021,MercadoLibre,Caribe,La Guajira,Riohacha,Envia+4,Equipo para Comercio,Papel Termico,3,0,40140,18464.4
Veintiuno,27/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Equipo para Comercio,Papel Termico,3,0,38880,18662.4
Veintiuno,27/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Electrodomesticos,Repuestos,3,0,252600,80832
Veintiuno,27/06/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Industrial,Impresoras,5,0,2574900,489231
Veintiuno,29/06/2021,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,2,0,2591560,621974.4
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Arauca,Arauquita,Envia+4,Equipo para Comercio,Estanteria,5,0.7,16320,-5712
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Meta,Cabuyaro,Envia+4,Equipo para Comercio,Papel Termico,1,0.2,10368,3628.8
Veintiuno,29/06/2021,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Estanteria,3,0.2,34080,11076
Veintiuno,29/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Equipo para Comercio,Etiquetado Mercancia,3,0,261420,78426
Veintiuno,29/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Equipo para Comercio,Impresora Tirillas,2,0,23360,6073.6
Veintiuno,29/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Industrial,Impresoras,3,0,124620,44863.2
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Casanare,Paz de Ariporo,Envia-3,Electrodomesticos,Aire Acondicionado,9,0,1277640,370515.6
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Casanare,Paz de Ariporo,Envia-3,Equipo para Comercio,Muebles,3,0,61380,15958.8
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Casanare,Paz de Ariporo,Envia-3,Electrodomesticos,Repuestos,2,0,50320,17108.8
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia-3,Equipo para Comercio,Maquinas de Cobro ,2,0.8,42784,-10909.92
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia-3,Electrodomesticos,Lavadoras,3,0.3,614628,-39511.8
Veintiuno,29/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia-3,Electrodomesticos,Aire Acondicionado,3,0.32,819998.4,-19294.08
Veintiuno,30/06/2021,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Estanteria,2,0.8,3928,-3240.6
Veintiuno,30/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Electrodomesticos,Lavadoras,5,0.4,2089260,-59195.7
Veintiuno,30/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,7,0,497140,134227.8
Veintiuno,30/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Repuestos,1,0,44460,19562.4
Veintiuno,30/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Industrial,Drones,2,0.2,2003168,250396
Veintiuno,30/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Electrodomesticos,Neveras,3,0.3,1138116,-35769.36
Veintiuno,30/06/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Electrodomesticos,Repuestos,2,0.6,28448,-10312.4
Veintiuno,30/06/2021,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Electrodomesticos,Repuestos,2,0.2,39040,10736
Veintiuno,30/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Electrodomesticos,Aire Acondicionado,3,0.15,871998,10258.8
Veintiuno,30/06/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Papel Termico,5,0,409900,200851
Veintiuno,30/06/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,7,0,2170840,564418.4
Veintiuno,1/07/2021,MercadoLibre,Pacifica,Cauca,Popayan,Envia-3,Industrial,Corte laser,2,0.1,6119964,1359992
Veintiuno,1/07/2021,MercadoLibre,Orinoquia,Meta,Cabuyaro,Envia+4,Equipo para Comercio,Estanteria,7,0.8,12740,-9555
