Year,Date,Platform,Region,Department,Municipality,Transport,Category,Products,Quantity,Discount,Sale,Profit
Twenty one,3/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Shelving,4,0.8,505568,-83418.72
Twenty one,3/02/2021,MercadoLibre,Andina,Antioquia,Envigado,Envia+4,Trade Equipment,Shelving,2,0.2,553568,179909.6
Twenty one,4/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Spare Parts,3,0,50220,13057.2
Twenty one,4/02/2021,MercadoLibre,Caribe,Cesar,Aguachica,Envia-3,Home appliances,Washing machines,2,0,823600,140012
Twenty one,4/02/2021,MercadoLibre,Caribe,Cesar,Aguachica,Envia-3,Industrial,Printers,4,0,720000,259200
Twenty one,4/02/2021,MercadoLibre,Orinoquia,Casanare,Hato Corozal,Envia-3,Trade Equipment,Strip Printer,4,0,22240,5782.4
Twenty one,4/02/2021,MercadoLibre,Amazonia,Amazonas,Leticia,Envia+4,Trade Equipment,Dust Extractors,3,0,29880,13744.8
Twenty one,5/02/2021,MercadoLibre,Pacifica,Choco,Bojaya,Envia+4,Home appliances,Spare Parts,3,0,259860,25986
Twenty one,5/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Printers,4,0,319120,118074.4
Twenty one,5/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,5,0,31400,14130
Twenty one,5/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Strip Printer,3,0,119040,30950.4
Twenty one,5/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,5,0,68800,31648
Twenty one,6/02/2021,MercadoLibre,Andina,Boyaca,Aquitania,Envia+4,Industrial,Drones,1,0.4,5940,-643.5
Twenty one,6/02/2021,MercadoLibre,Andina,Boyaca,Aquitania,Envia+4,Trade Equipment,Merchandise Labeling,2,0.2,54880,4802
Twenty one,6/02/2021,MercadoLibre,Orinoquia,Arauca,Saravena,Servientrega+3,Trade Equipment,Thermal paper,6,0.2,50688,15840
Twenty one,6/02/2021,MercadoLibre,Orinoquia,Arauca,Saravena,Servientrega+3,Trade Equipment,Weigh Scales,5,0.2,87840,31842
Twenty one,6/02/2021,MercadoLibre,Caribe,Bolivar,Cartagena,Servientrega-2,Trade Equipment,Thermal paper,4,0.2,50688,18374.4
Twenty one,6/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Thermal paper,2,0.2,21376,7481.6
Twenty one,7/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Thermal paper,5,0.2,327920,118871
Twenty one,7/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,3,0.2,110016,34380
Twenty one,9/02/2021,MercadoLibre,Andina,Boyaca,Duitama,Envia+4,Home appliances,Spare Parts,3,0.2,30144,8289.6
Twenty one,9/02/2021,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Industrial,Drones,4,0,2399600,647892
Twenty one,9/02/2021,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Industrial,Printers,7,0,3857560,1658750.8
Twenty one,9/02/2021,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Trade Equipment,Merchandise Labeling,2,0,704760,162094.8
Twenty one,9/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Thermal paper,3,0.2,24384,8229.6
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Strip Printer,3,0,13140,3547.8
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Strip Printer,2,0,46200,12936
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,2,0,23080,6924
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Washing machines,1,0.4,509052,-18665.24
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Payment Machines,1,0,25960,7528.4
Twenty one,9/02/2021,MercadoLibre,Caribe,Sucre,Santiago de Tolu,Envia+4,Trade Equipment,Shelving,5,0.7,11940,-4577
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,3,0,395940,114822.6
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Dust Extractors,6,0,37800,18144
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,5,0.1,2564820,427470
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Strip Printer,3,0,9840,4428
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Printers,2,0,476000,76160
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Printers,3,0,335940,80625.6
Twenty one,9/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,4,0,34240,15408
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Sabaneta,Envia+4,Trade Equipment,Strip Printer,5,0,18800,5452
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Sabaneta,Envia+4,Trade Equipment,Dust Extractors,5,0,148000,74000
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Sabaneta,Envia+4,Industrial,Drones,2,0.2,403168,25198
Twenty one,9/02/2021,MercadoLibre,Orinoquia,Casanare,Hato Corozal,Servientrega+3,Trade Equipment,Merchandise Labeling,1,0,21800,5668
Twenty one,9/02/2021,MercadoLibre,Orinoquia,Casanare,Hato Corozal,Servientrega+3,Trade Equipment,Thermal paper,4,0,159840,75124.8
Twenty one,9/02/2021,MercadoLibre,Orinoquia,Casanare,Hato Corozal,Servientrega+3,Trade Equipment,Thermal paper,3,0,293640,146820
Twenty one,9/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Lights,4,0.2,32000,11200
Twenty one,9/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Payment Machines,2,0.8,11176,-15087.6
Twenty one,9/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Merchandise Labeling,5,0.2,471840,-44235
Twenty one,9/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Industrial,Printers,3,0.2,81360,-7119
Twenty one,9/02/2021,MercadoLibre,Andina,Risaralda,Pereira,Envia-3,Trade Equipment,Shelving,3,0,99060,47548.8
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Washing machines,2,0.2,473056,-2956.6
Twenty one,9/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Home appliances,Refrigerators,3,0.2,431952,-2699.7
Twenty one,9/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Shelving,3,0.7,548982,-45748.5
Twenty one,9/02/2021,MercadoLibre,Amazonia,Caqueta,Curillo,Servientrega+3,Trade Equipment,Dust Extractors,2,0.2,23392,7894.8
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Payment Machines,5,0,86200,22412
Twenty one,9/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Home appliances,Spare Parts,5,0,1023000,265980
Twenty one,9/02/2021,MercadoLibre,Andina,Caldas,Manizales,Envia+4,Trade Equipment,Shelving,2,0,3587960,1686341.2
Twenty one,10/02/2021,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Shelving,3,0.7,5724,-2289.6
Twenty one,10/02/2021,MercadoLibre,Pacifica,Cauca,Santa Rosa,Envia+4,Home appliances,Spare Parts,11,0,315480,113572.8
Twenty one,10/02/2021,MercadoLibre,Pacifica,Cauca,Santa Rosa,Envia+4,Trade Equipment,Strip Printer,7,0,113960,45584
Twenty one,10/02/2021,MercadoLibre,Caribe,Atlantico,Baranoa,Servientrega+3,Trade Equipment,Shelving,4,0.8,5728,-4582.4
Twenty one,10/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,4,0,98240,46172.8
Twenty one,10/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,1,0,131980,34314.8
Twenty one,10/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Lights,3,0,17880,8224.8
Twenty one,10/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Drones,2,0.2,169568,-20136.2
Twenty one,10/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Trade Equipment,Shelving,13,0.8,26936,-22895.6
Twenty one,10/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Merchandise Labeling,7,0,3150280,409536.4
Twenty one,10/02/2021,MercadoLibre,Caribe,Sucre,Corozal,Envia-3,Home appliances,Spare Parts,2,0.2,23616,2656.8
Twenty one,10/02/2021,MercadoLibre,Caribe,Sucre,Corozal,Envia-3,Home appliances,Spare Parts,1,0.2,19312,3138.2
Twenty one,10/02/2021,MercadoLibre,Caribe,Sucre,Corozal,Envia-3,Trade Equipment,Thermal paper,4,0.2,41472,14515.2
Twenty one,10/02/2021,MercadoLibre,Orinoquia,Arauca,Saravena,Servientrega+3,Trade Equipment,Shelving,2,0.7,41448,-15197.6
Twenty one,10/02/2021,MercadoLibre,Caribe,Sucre,Corozal,Envia-3,Home appliances,Washing machines,7,0.4,4628232,-200556.72
Twenty one,10/02/2021,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Shelving,8,0.7,41712,-16684.8
Twenty one,10/02/2021,MercadoLibre,Caribe,Sucre,Corozal,Envia-3,Home appliances,Spare Parts,2,0.2,39520,11856
Twenty one,10/02/2021,MercadoLibre,Amazonia,Amazonas,El Encanto,Servientrega+3,Home appliances,Spare Parts,2,0,20320,6908.8
Twenty one,10/02/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Home appliances,Air-conditioning,6,0.7,435528,-76943.28
Twenty one,10/02/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Furnitures,6,0.2,78144,8791.2
Twenty one,10/02/2021,MercadoLibre,Amazonia,Caqueta,Valparaiso,Servientrega-2,Trade Equipment,Shelving,2,0.7,50328,-16776
Twenty one,10/02/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Strip Printer,7,0.2,190288,21407.4
Twenty one,10/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Home appliances,Spare Parts,2,0,34920,11872.8
Twenty one,10/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Laser Cut,11,0.2,738320,64603
Twenty one,10/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega+3,Trade Equipment,Payment Machines,2,0.8,30448,-38821.2
Twenty one,10/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega+3,Trade Equipment,Payment Machines,6,0.8,43968,-11211.84
Twenty one,11/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Thermal paper,5,0,47700,21465
Twenty one,11/02/2021,MercadoLibre,Andina,Antioquia,San Roque,Servientrega+3,Trade Equipment,Weigh Scales,7,0,153160,76580
Twenty one,11/02/2021,MercadoLibre,Andina,Antioquia,San Roque,Servientrega+3,Trade Equipment,Strip Printer,5,0,17600,8448
Twenty one,11/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,5,0.2,31840,10746
Twenty one,11/02/2021,MercadoLibre,Andina,Antioquia,San Roque,Servientrega+3,Trade Equipment,Lights,3,0,11160,334.8
Twenty one,11/02/2021,MercadoLibre,Andina,Antioquia,San Roque,Servientrega+3,Home appliances,Spare Parts,3,0,50040,21016.8
Twenty one,11/02/2021,MercadoLibre,Andina,Antioquia,San Roque,Servientrega+3,Trade Equipment,Merchandise Labeling,7,0,905100,45255
Twenty one,11/02/2021,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Trade Equipment,Weigh Scales,2,0,10640,5213.6
Twenty one,11/02/2021,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Home appliances,Refrigerators,4,0,1951840,585552
Twenty one,11/02/2021,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Industrial,Printers,9,0,4499820,1034958.6
Twenty one,11/02/2021,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Trade Equipment,Merchandise Labeling,4,0,119840,33555.2
Twenty one,11/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Home appliances,Spare Parts,1,0.2,6624,1324.8
Twenty one,11/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Payment Machines,3,0.2,40272,2517
Twenty one,11/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Weigh Scales,3,0.2,17712,5756.4
Twenty one,11/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Drones,4,0.4,1718400,-37232
Twenty one,11/02/2021,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega+3,Trade Equipment,Furnitures,2,0.2,769184,-16345.16
Twenty one,11/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Payment Machines,5,0,336200,87412
Twenty one,11/02/2021,MercadoLibre,Caribe,Atlantico,Sabanagrande,Envia-3,Trade Equipment,Strip Printer,4,0.2,108672,10867.2
Twenty one,11/02/2021,MercadoLibre,Andina,Boyaca,Tunja,Servientrega+3,Home appliances,Refrigerators,2,0.3,310744,-35513.6
Twenty one,11/02/2021,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Strip Printer,2,0,11120,2891.2
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Merchandise Labeling,9,0,1119240,302194.8
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Thermal paper,2,0,219840,107721.6
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Thermal paper,2,0,17120,7704
Twenty one,12/02/2021,MercadoLibre,Andina,Tolima,Coello,Envia-3,Trade Equipment,Strip Printer,3,0,69300,20790
Twenty one,12/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega+3,Trade Equipment,Payment Machines,5,0.8,589240,-153202.4
Twenty one,12/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega+3,Home appliances,Spare Parts,4,0.6,17504,-3719.6
Twenty one,12/02/2021,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia+4,Trade Equipment,Strip Printer,5,0.2,95920,8393
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Shelving,2,0.2,14368,4490
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Shelving,2,0.2,14368,4490
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega-2,Trade Equipment,Thermal paper,2,0,21720,10642.8
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega-2,Trade Equipment,Payment Machines,3,0,158940,44503.2
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega-2,Trade Equipment,Strip Printer,6,0,20160,10080
Twenty one,12/02/2021,MercadoLibre,Orinoquia,Arauca,Arauca,Envia+4,Trade Equipment,Shelving,4,0.7,15312,-6124.8
Twenty one,12/02/2021,MercadoLibre,Amazonia,Guainia,Inirida,Envia+4,Trade Equipment,Shelving,2,0,30840,13878
Twenty one,12/02/2021,MercadoLibre,Caribe,La Guajira,Riohacha,Envia+4,Industrial,Drones,4,0,4959920,1487976
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Fredonia,Envia+4,Industrial,Drones,1,0.2,79984,-7998.4
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Fredonia,Envia+4,Home appliances,Refrigerators,9,0.2,2318112,86929.2
Twenty one,12/02/2021,MercadoLibre,Andina,Antioquia,Fredonia,Envia+4,Trade Equipment,Strip Printer,5,0,359800,89950
Twenty one,12/02/2021,MercadoLibre,Andina,Tolima,Planadas,Envia-3,Home appliances,Refrigerators,2,0,1403920,336940.8
Twenty one,12/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Strip Printer,5,0.2,24320,4256
Twenty one,12/02/2021,MercadoLibre,Andina,Norte de Santander,Sardinata,Envia+4,Trade Equipment,Strip Printer,1,0.2,65552,4916.4
Twenty one,12/02/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Trade Equipment,Merchandise Labeling,1,0.2,228576,25714.8
Twenty one,12/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Shelving,1,0.7,101994,-40797.6
Twenty one,12/02/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Home appliances,Air-conditioning,8,0.7,484704,-72705.6
Twenty one,12/02/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Industrial,Drones,2,0.2,99232,9923.2
Twenty one,12/02/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Home appliances,Spare Parts,6,0.2,1017408,0
Twenty one,12/02/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Industrial,Drones,6,0.2,114720,-14340
Twenty one,12/02/2021,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia+4,Home appliances,Refrigerators,5,0.2,1813360,136002
Twenty one,12/02/2021,MercadoLibre,Pacifica,Valle del Cauca,El Cerrito,Servientrega+3,Trade Equipment,Shelving,2,0.2,215296,67280
Twenty one,12/02/2021,MercadoLibre,Andina,Boyaca,Aquitania,Envia+4,Trade Equipment,Strip Printer,9,0.2,39456,3452.4
Twenty one,12/02/2021,MercadoLibre,Andina,Boyaca,Aquitania,Envia+4,Industrial,Drones,2,0.4,302376,-25198
Twenty one,12/02/2021,MercadoLibre,Andina,Huila,Garzon,Envia-3,Trade Equipment,Payment Machines,7,0,573720,160641.6
Twenty one,12/02/2021,MercadoLibre,Andina,Huila,Garzon,Envia-3,Industrial,Drones,5,0,1959900,568371
Twenty one,12/02/2021,MercadoLibre,Andina,Huila,Garzon,Envia-3,Trade Equipment,Furnitures,2,0,8720,348.8
Twenty one,13/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Strip Printer,3,0,13260,3580.2
Twenty one,13/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Printers,4,0,1599920,687965.6
Twenty one,13/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Home appliances,Spare Parts,1,0,215060,43012
Twenty one,13/02/2021,MercadoLibre,Andina,Cundinamarca,Soacha,Envia+4,Trade Equipment,Furnitures,3,0,50040,13010.4
Twenty one,13/02/2021,MercadoLibre,Andina,Cundinamarca,Soacha,Envia+4,Trade Equipment,Strip Printer,3,0,21420,5569.2
Twenty one,13/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,3,0,35880,17581.2
Twenty one,16/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,2,0,75880,36422.4
Twenty one,16/02/2021,MercadoLibre,Orinoquia,Casanare,Yopal,Envia+4,Trade Equipment,Merchandise Labeling,3,0,1159020,162262.8
Twenty one,16/02/2021,MercadoLibre,Orinoquia,Casanare,Yopal,Envia+4,Industrial,Drones,1,0,29980,14690.2
Twenty one,16/02/2021,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Trade Equipment,Lights,2,0.2,36736,12398.4
Twenty one,16/02/2021,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Home appliances,Refrigerators,3,0.3,1201116,-8579.4
Twenty one,16/02/2021,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Trade Equipment,Merchandise Labeling,3,0.2,100704,-8182.2
Twenty one,16/02/2021,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Trade Equipment,Strip Printer,6,0.2,56064,7008
Twenty one,16/02/2021,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Home appliances,Spare Parts,1,0.6,15384,-3653.7
Twenty one,17/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Home appliances,Washing machines,3,0.5,961920,-53867.52
Twenty one,17/02/2021,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Industrial,Drones,1,0.2,249584,21838.6
Twenty one,17/02/2021,MercadoLibre,Pacifica,Choco,Bajo Baudo,Envia+4,Trade Equipment,Thermal paper,2,0,23520,11524.8
Twenty one,17/02/2021,MercadoLibre,Pacifica,Choco,Bajo Baudo,Envia+4,Trade Equipment,Merchandise Labeling,5,0,332900,79896
Twenty one,17/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Home appliances,Air-conditioning,1,0.32,178132.8,-17027.4
Twenty one,17/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Strip Printer,6,0.2,350880,105264
Twenty one,17/02/2021,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Industrial,Drones,4,0.2,876672,-17533.44
Twenty one,17/02/2021,MercadoLibre,Andina,Boyaca,Saboya,Envia-3,Home appliances,Washing machines,5,0.4,911940,-21278.6
Twenty one,17/02/2021,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,7,0.2,669536,217599.2
Twenty one,17/02/2021,MercadoLibre,Andina,Boyaca,Saboya,Envia-3,Industrial,Drones,1,0.4,115188,-11518.8
Twenty one,17/02/2021,MercadoLibre,Andina,Boyaca,Saboya,Envia-3,Home appliances,Spare Parts,2,0.2,60288,16579.2
Twenty one,17/02/2021,MercadoLibre,Andina,Boyaca,Saboya,Envia-3,Home appliances,Refrigerators,5,0.3,1798860,-12849
Twenty one,18/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Drones,3,0.2,335952,20997
Twenty one,18/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Printers,3,0,219060,94195.8
Twenty one,18/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Dust Extractors,2,0,19640,9623.6
Twenty one,19/02/2021,MercadoLibre,Caribe,Cesar,Bosconia,Servientrega+3,Trade Equipment,Payment Machines,7,0,2491720,722598.8
Twenty one,19/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Lights,3,0,22440,448.8
Twenty one,19/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Strip Printer,3,0,25680,6933.6
Twenty one,19/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Home appliances,Spare Parts,3,0,89340,24121.8
Twenty one,20/02/2021,MercadoLibre,Andina,Antioquia,Itagui,Envia-3,Home appliances,Spare Parts,1,0,44460,14671.8
Twenty one,20/02/2021,MercadoLibre,Andina,Antioquia,Itagui,Envia-3,Industrial,Drones,2,0.2,431936,37794.4
Twenty one,20/02/2021,MercadoLibre,Amazonia,Putumayo,San Miguel,Envia+4,Trade Equipment,Strip Printer,2,0,13120,3804.8
Twenty one,20/02/2021,MercadoLibre,Amazonia,Putumayo,San Miguel,Envia+4,Trade Equipment,Payment Machines,3,0,26220,6817.2
Twenty one,20/02/2021,MercadoLibre,Amazonia,Caqueta,San Vicente del Caguan,Servientrega+3,Trade Equipment,Lights,3,0.2,18864,6130.8
Twenty one,20/02/2021,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Industrial,Drones,3,0.2,667152,50036.4
Twenty one,20/02/2021,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Industrial,Printers,1,0.2,63984,9597.6
Twenty one,20/02/2021,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Trade Equipment,Merchandise Labeling,2,0.2,102336,-6396
Twenty one,20/02/2021,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Trade Equipment,Weigh Scales,5,0.2,21280,7714
Twenty one,20/02/2021,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Home appliances,Spare Parts,2,0.2,137408,32634.4
Twenty one,20/02/2021,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Home appliances,Washing machines,9,0.5,773820,-37143.36
Twenty one,21/02/2021,MercadoLibre,Orinoquia,Meta,Cubarral,Envia+4,Industrial,Printers,1,0.2,95808,-2994
Twenty one,23/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,6,0,74880,33696
Twenty one,23/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Lights,5,0,16800,672
Twenty one,23/02/2021,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Drones,5,0.2,143920,50372
Twenty one,24/02/2021,MercadoLibre,Andina,Antioquia,Rionegro,Servientrega+3,Trade Equipment,Shelving,2,0.2,11968,4488
Twenty one,24/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Thermal paper,5,0.2,247840,77450
Twenty one,24/02/2021,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Printers,5,0.2,2639600,428935
Twenty one,25/02/2021,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,1,0.2,24352,8827.6
Twenty one,25/02/2021,MercadoLibre,Andina,Norte de Santander,San Cayetano,Envia+4,Home appliances,Refrigerators,2,0.2,393568,-22138.2
Twenty one,25/02/2021,MercadoLibre,Andina,Norte de Santander,San Cayetano,Envia+4,Home appliances,Air-conditioning,5,0.2,463840,11596
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Payment Machines,4,0,163840,44236.8
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Drones,8,0.2,1779072,133430.4
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Home appliances,Refrigerators,3,0.2,1784448,178444.8
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Thermal paper,4,0,447840,219441.6
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Thermal paper,4,0,46240,22657.6
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Santa Barbara,Envia+4,Trade Equipment,Payment Machines,7,0,713580,199802.4
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Segovia,Envia+4,Home appliances,Spare Parts,2,0,183920,31266.4
Twenty one,26/02/2021,MercadoLibre,Andina,Antioquia,Segovia,Envia+4,Industrial,Drones,2,0.2,517152,38786.4
